pi,cpu,ram,temp,humidity,label
82.1,48.9,73,30,38,0
82,22.1,35,29,34,0
81.2,80.6,66,25,39,0
77.5,78,39,30,32,0
72.6,27.4,62,26,33,0
45.1,5.8,85,30,33,0
80.5,69.4,38,29,39,0
51.7,54,39,29,35,0
45.5,61.6,63,26,33,0
81.2,0.2,39,25,33,0
55.8,31.2,89,30,32,0
49.1,41.7,78,28,35,0
55.5,59.4,80,30,36,0
45.9,13.2,69,25,36,0
51.1,1.7,73,29,37,0
46.5,51.9,69,29,37,0
81.8,26.1,34,30,33,0
77.3,76.3,50,29,41,0
75.6,43.1,38,28,36,0
81.3,7.5,60,25,32,0
78.2,38,34,30,34,0
51.8,49.4,77,30,42,0
54.5,70.2,30,30,37,0
45.9,98.7,39,30,42,0
75.9,16,31,27,39,0
85.1,25.3,73,27,40,0
89.1,8.3,67,26,37,0
45.1,83.9,38,29,32,0
78.7,24.6,38,29,42,0
75.6,47.6,62,30,40,0
82.5,43.7,60,26,36,0
77.1,16,61,26,41,0
81,38.5,40,29,36,0
46.1,0.9,86,29,42,0
81.1,6.5,40,28,39,0
49.9,29.4,66,27,42,0
49.5,98.3,33,27,38,0
48.6,58.1,30,28,38,0
56.4,19.5,75,26,42,0
46.4,76.3,40,26,39,0
53.4,54.5,61,30,40,0
79.1,67.4,32,28,35,0
49.6,55.9,38,26,32,0
56.2,12.9,60,27,40,0
81.9,96.5,63,28,34,0
84.9,14.1,88,27,35,0
82.4,64.6,65,26,40,0
74.1,35.3,82,29,41,0
79.4,96.4,37,28,43,0
87.6,30,68,30,34,0
72,14.8,86,30,39,0
77.1,38.6,31,27,34,0
83,93.2,38,26,33,0
71.7,13.4,67,27,36,0
79.9,95.4,32,26,35,0
77.6,54.5,39,28,38,0
76.8,76.1,69,27,43,0
77.8,69.5,50,26,42,0
55.3,56.5,74,25,41,0
88.9,2.7,90,29,38,0
47,16.2,75,28,42,0
48.7,29.9,73,27,33,0
80.5,56.6,38,28,41,0
79,66,31,27,32,0
50.1,78.9,40,25,43,0
89.8,15,74,26,42,0
84.5,53.7,57,28,40,0
80.4,70.1,33,29,36,0
80.6,40.4,78,28,37,0
57.7,72.7,70,26,43,0
78.2,19.1,34,26,43,0
53.1,94.1,83,25,36,0
79,30.7,39,26,33,0
84.7,71.7,39,30,33,0
78.3,90.3,79,29,32,0
80.2,88.3,33,30,33,0
50.5,99.1,34,29,32,0
91.5,5.1,63,27,35,0
75.2,42.6,37,27,36,0
86.2,38.2,63,25,40,0
76.1,75.2,40,27,32,0
46.1,71.3,36,26,40,0
75.2,11.1,39,26,33,0
83.2,46.5,30,28,41,0
49.3,7.3,77,28,37,0
53.6,1.7,76,29,39,0
50.8,62.1,65,26,37,0
84.4,90.6,71,30,33,0
55,95.9,65,29,41,0
52.7,57.4,35,27,38,0
50.8,8.7,62,28,42,0
84.7,94.6,65,26,43,0
48.3,52.2,32,29,37,0
56.5,22.7,74,25,40,0
71.5,23.3,77,25,32,0
78.3,68.3,59,27,33,0
79.9,51.4,54,30,34,0
70.4,2.1,80,25,39,0
80.7,34.5,75,30,35,0
79.9,81.9,69,26,41,0
77.2,68.3,33,29,36,0
81.6,29,31,30,36,0
49.9,5.9,80,26,34,0
55.1,85.2,72,28,32,0
77.3,37.1,38,25,38,0
84.2,14.9,39,29,33,0
79,16.7,33,29,39,0
73.3,8.9,81,27,34,0
79.5,58,57,25,41,0
49,69.8,37,29,40,0
78.3,21.9,83,25,40,0
79.7,35.5,35,30,37,0
78.8,5.6,32,27,32,0
51.8,13.2,78,27,40,0
46,15.3,89,26,34,0
47.7,63.1,62,30,40,0
47.4,98.4,30,25,34,0
75.8,35.7,34,28,34,0
78.2,15.7,35,27,41,0
47,47.8,60,27,36,0
51.8,51.1,34,30,34,0
91.5,3.8,61,30,34,0
77.2,59.1,65,27,43,0
52.7,44.9,38,27,38,0
80.5,66.2,32,28,41,0
77,28.8,39,27,33,0
82,0,32,26,33,0
77.1,71.6,32,29,38,0
75.1,29.2,36,28,43,0
47.1,86,34,27,38,0
85.1,2,89,26,39,0
75.5,68.1,56,26,41,0
75.5,18.4,87,27,42,0
78.5,88.2,33,25,32,0
54.4,74.1,39,30,32,0
79.7,2.2,60,28,38,0
55.9,40.8,83,26,38,0
51.9,93.4,31,28,43,0
53.8,9.9,62,30,37,0
80.5,46.5,35,26,40,0
80.3,4.7,36,29,39,0
77.2,91.5,35,29,41,0
54.1,79.8,70,28,42,0
56.9,7.4,88,29,34,0
79.6,12.5,32,27,32,0
75.3,8,33,29,41,0
86.2,0.4,63,29,42,0
52.5,17.9,60,29,42,0
91.6,6.7,66,25,35,0
78.9,86.7,71,27,32,0
80.5,23.6,30,26,32,0
83.7,41.2,79,28,34,0
45.8,56.3,39,25,33,0
77.6,7.7,37,27,33,0
49.6,44.2,85,25,41,0
56,33,82,27,35,0
80.6,68.8,52,30,32,0
52.8,64.3,36,30,37,0
55.6,28.8,80,30,32,0
72.3,26.9,62,29,40,0
54.9,60.5,61,30,37,0
75.5,12.1,34,26,33,0
53.7,66.1,66,28,35,0
81.4,77.1,70,25,37,0
53,58.1,30,29,36,0
47.3,84.2,30,25,36,0
48.6,35.7,78,28,35,0
53.8,74.5,34,28,40,0
83,91.4,59,30,35,0
50.9,30.8,76,28,37,0
88,32.5,81,27,43,0
75.2,66.6,35,25,41,0
87,6.8,60,26,36,0
75.5,21.3,38,28,35,0
45.2,44.1,38,25,40,0
48.8,45.2,37,30,33,0
46.3,17.4,85,30,35,0
81.7,34.9,33,27,35,0
54.5,53.2,35,27,32,0
78.4,9.4,31,26,33,0
81.5,67.5,31,28,39,0
75.8,24.7,35,27,40,0
78.1,45.8,39,30,43,0
58.4,3.9,85,26,40,0
78.9,1.6,35,25,36,0
80.1,9.3,36,29,42,0
77,31.4,40,29,43,0
47.3,56.3,82,26,41,0
84.4,99,74,27,38,0
91.8,39.8,84,26,43,0
82.7,93.3,36,27,35,0
45.3,36,86,27,34,0
53.1,81.4,35,30,32,0
80.6,16.3,37,27,37,0
54.6,67.2,36,25,42,0
79.9,84.9,33,29,37,0
46,83.6,39,28,42,0
49.6,45.7,38,29,32,0
82.4,63.7,40,27,37,0
53.7,86.6,61,29,32,0
58,97.9,81,27,38,0
53.6,53.9,33,30,42,0
77.8,16.4,30,26,40,0
74,23.8,67,29,34,0
71.5,23.8,77,25,34,0
46.7,98.5,37,27,39,0
49.3,38,67,27,39,0
82.2,18.7,40,25,38,0
82.6,58.4,77,26,43,0
79.8,93.8,50,30,35,0
84.8,66,50,25,37,0
83.9,36.6,80,29,40,0
76.9,57.4,38,28,40,0
45.7,38.4,88,26,37,0
81.2,58.1,51,26,32,0
53.8,60,80,30,37,0
47.5,68.8,76,30,36,0
55.1,44,80,28,33,0
80,25.2,30,27,34,0
75.8,49.8,71,30,35,0
89.7,3.3,64,26,39,0
84.4,22.1,70,25,38,0
51.1,88.7,39,28,40,0
75.9,96.1,57,30,33,0
45.3,96.8,39,25,32,0
77,99.7,65,27,40,0
55.2,23.5,68,26,40,0
70.7,12.1,69,29,32,0
52,11.3,70,30,34,0
79.1,65.7,57,26,40,0
58.5,34.1,87,29,39,0
45.5,74.1,40,30,39,0
45.1,66,30,30,37,0
56.9,25.4,60,27,39,0
55.5,88.8,73,28,42,0
51.1,99.2,34,28,43,0
76.7,46.6,31,25,42,0
84.3,28.5,33,30,40,0
74.9,3.6,64,25,35,0
75.8,97.2,50,28,35,0
81.5,40.3,32,27,37,0
83.8,54.9,35,30,38,0
46.2,40.9,37,25,34,0
92.1,25.3,72,28,43,0
81,25,39,28,37,0
81.4,13.5,37,25,41,0
54.7,0.4,61,25,37,0
51.5,79,30,26,36,0
52.7,75.9,35,27,34,0
80.3,72,75,27,32,0
82.1,54.9,30,28,37,0
80.4,51,64,25,33,0
80.4,76.6,37,25,40,0
83.4,76,75,28,37,0
83,0.9,75,26,33,0
91.1,34.1,70,28,36,0
54.8,55.3,33,26,41,0
52.1,50.2,40,26,36,0
49.2,43.2,33,27,35,0
79.4,0.7,70,25,37,0
84.5,8.1,30,30,35,0
54.8,87.4,60,26,38,0
82.2,71,40,27,38,0
53.4,94.7,38,26,33,0
47,75.8,39,26,43,0
54.5,52.8,86,28,39,0
76.5,89.5,79,29,35,0
57.2,22.4,67,27,38,0
94.8,7.2,87,30,43,0
79.7,87.3,37,29,40,0
75.5,43.5,34,29,39,0
85.1,21.1,66,27,39,0
82.1,75.2,37,30,43,0
94.4,19.6,84,25,40,0
46.9,62.5,75,30,37,0
75.6,35,82,28,38,0
79.1,44.8,73,29,40,0
78.1,40.7,32,25,36,0
80.7,60.7,39,27,38,0
78.1,8.2,30,30,41,0
47.7,32.5,70,25,42,0
55.7,17.8,65,29,37,0
85.4,31.9,78,28,38,0
52,74.7,34,25,34,0
81.1,2.1,35,30,41,0
79,33.9,38,30,32,0
76.4,30.5,34,30,41,0
51.9,38.4,71,28,37,0
75.3,41.8,64,28,32,0
74.4,4.8,68,30,36,0
46.2,54.8,72,30,36,0
76,8.7,89,26,38,0
75.1,84.7,68,25,34,0
47.9,57.1,30,26,42,0
79.1,30.6,88,30,37,0
90.3,38.4,79,30,42,0
79.8,86.5,57,30,43,0
81.9,46.3,62,30,32,0
46.8,1.9,68,26,40,0
77.7,4.6,31,29,41,0
76.8,61.3,54,27,43,0
50.1,56.9,37,27,43,0
53.8,98.5,35,30,42,0
77.7,21.1,32,29,33,0
54.2,39.1,78,27,41,0
54.3,82.6,62,27,42,0
47,74.4,34,29,43,0
51,56.1,36,25,32,0
84.9,0.2,90,30,32,0
71.8,35.6,61,27,43,0
81.4,95.3,60,28,38,0
48.2,63.1,30,29,41,0
83.9,70.9,54,25,40,0
46.7,1.4,90,30,40,0
79,40,33,29,39,0
54.4,81.4,75,27,39,0
57.5,87.7,90,26,42,0
79.4,22.9,31,27,33,0
51.7,69.5,39,27,38,0
76.7,98.3,78,29,37,0
55.8,31.6,88,26,41,0
83.4,47.5,36,27,32,0
57.6,14.8,67,27,39,0
49.1,25.3,62,30,40,0
84.1,38.8,35,29,35,0
53,56.5,35,28,38,0
78.9,3.1,38,27,32,0
45.7,81.3,66,26,32,0
55.3,20.9,75,29,43,0
46.5,46.6,35,25,36,0
57.8,10.1,84,28,33,0
79.9,6.5,32,30,41,0
78.1,28.1,61,29,41,0
49.6,69,66,30,42,0
82.3,67.5,32,30,40,0
48.4,63.4,74,28,43,0
83.8,83.8,57,28,34,0
78.1,29,33,25,33,0
81.7,61,54,29,35,0
47,93.7,35,25,43,0
47.1,62,37,25,39,0
76.9,12,30,30,40,0
80.5,55,74,26,32,0
49.5,87.7,40,30,32,0
77,91.8,31,27,35,0
46.8,32.1,63,25,33,0
75.3,13.8,63,26,32,0
50.3,97.7,68,28,34,0
80.4,72.9,40,27,36,0
77,4.8,36,27,37,0
48,54.5,35,25,38,0
49.1,92.2,61,27,39,0
75.8,29.8,67,30,34,0
83.9,18.6,31,28,41,0
79.4,82.2,63,25,36,0
52.1,86.8,73,28,35,0
94.3,7,80,28,33,0
78.5,33.6,37,25,32,0
81.7,46.5,40,26,36,0
72,36.6,82,26,39,0
84.6,73,37,30,34,0
55,76.7,72,26,41,0
77.8,6.2,31,26,39,0
52.7,41.8,67,27,34,0
79.6,5,38,30,39,0
52.5,62,81,29,32,0
80.3,88.3,59,26,33,0
49.8,85.4,61,28,36,0
49.7,53.9,32,27,34,0
83.1,32.5,88,28,41,0
48.2,7.5,82,27,41,0
79,34.5,40,27,36,0
78.5,41.1,31,27,39,0
55.3,58.8,90,27,32,0
58.3,28.2,89,25,32,0
50.3,66.1,39,25,39,0
46.3,17.7,76,28,41,0
56.2,74.9,81,26,37,0
45.2,24,62,28,35,0
49.5,80.9,32,26,38,0
77.3,17.2,38,25,36,0
46.4,88.4,31,26,41,0
50.4,58.2,40,26,39,0
84,58.9,39,26,35,0
78.2,54.5,38,29,37,0
78.7,60.8,80,29,34,0
46,91.8,32,28,33,0
47.2,66.8,84,29,41,0
53.3,84.7,34,28,32,0
84.5,22.6,39,29,40,0
54,17.9,86,25,39,0
84.1,45.2,39,29,35,0
78.5,3.9,33,30,37,0
89.5,21.5,66,26,37,0
94.2,36.8,78,27,35,0
78.2,80,33,30,40,0
90.8,15.4,79,26,33,0
77.6,70.4,34,29,35,0
80.1,53.7,35,27,40,0
56.9,3.5,70,28,33,0
81.4,14.5,37,27,41,0
46.8,14.4,69,30,41,0
83.8,16.2,66,30,40,0
77.5,80.7,52,30,33,0
75.3,77.8,51,27,32,0
52.1,45.4,35,26,37,0
83.1,7.7,35,27,36,0
51.9,56.2,31,25,38,0
55.4,32.8,87,27,38,0
48.7,66.7,69,29,36,0
94.1,2.6,80,25,40,0
57.3,8.5,79,25,32,0
84,5.3,40,29,37,0
79.9,28.8,36,26,34,0
49.6,26.5,87,30,40,0
57.8,17.8,73,27,39,0
53.7,68,40,25,41,0
51.5,87.2,33,28,39,0
55,37.4,90,26,42,0
76.4,14.2,33,29,43,0
87.6,32.6,60,30,42,0
51.7,66.6,81,26,42,0
82.8,24.4,35,27,43,0
49.4,36.8,85,26,35,0
72.9,29.3,64,26,36,0
50.7,53.8,36,26,41,0
52.3,8.4,63,25,40,0
79,64.4,37,29,33,0
55.4,80.3,90,29,33,0
54,44.2,35,26,34,0
76.9,26.2,35,27,36,0
76.1,50.4,36,28,33,0
84.3,73.4,34,27,43,0
82.6,84.5,62,27,35,0
84.6,66.3,72,28,36,0
76.2,0.9,34,25,34,0
79.6,57.5,34,26,33,0
49.6,89.4,75,27,33,0
56.2,18.9,80,30,38,0
47.2,78.8,35,29,41,0
50.7,69.8,40,25,33,0
48.8,28.2,76,26,43,0
47.9,98.9,64,30,40,0
77.2,19,40,28,41,0
80.5,17,32,30,39,0
54.6,22.4,82,28,38,0
79.1,20.1,37,26,34,0
80.7,50.1,36,27,34,0
56,89.7,72,29,34,0
83.6,73.4,73,29,32,0
45.6,59.4,40,26,43,0
57.2,95.1,73,25,37,0
81.9,71.2,57,29,41,0
57,97.2,63,27,38,0
79.4,100,70,27,38,0
48.9,41.9,36,30,36,0
76.6,11.3,33,30,38,0
82.6,81.8,79,26,37,0
94.6,22.5,82,27,36,0
46.6,2.4,74,30,38,0
76.1,21.4,35,27,32,0
75.5,97.4,70,28,35,0
82.5,78.8,30,25,34,0
50.5,82.2,88,30,38,0
76.4,95.6,64,25,37,0
91.2,20.8,63,26,38,0
47.7,11.2,83,29,33,0
49.2,46.7,31,30,43,0
75.8,17.5,38,29,37,0
48.3,9,82,30,36,0
73.2,4.6,82,25,32,0
76.5,7.5,36,30,34,0
46.1,19.5,67,26,35,0
79.4,57.5,63,28,40,0
45.6,40.3,79,26,37,0
75.9,98.4,37,29,40,0
80.9,26.2,69,28,43,0
46.9,58.8,34,30,35,0
80.5,45.6,34,27,37,0
78.4,79,33,30,39,0
75.6,89.9,63,26,40,0
79.9,15.5,31,25,32,0
51.8,45.2,34,27,39,0
78,18.5,40,30,37,0
80.8,57.6,74,26,34,0
76.4,73.1,61,30,40,0
53.6,61,87,28,40,0
82.1,44.6,58,26,42,0
75.7,72.6,54,29,33,0
49.4,59.4,38,25,35,0
52.9,56.8,66,30,36,0
82.9,62.2,66,30,43,0
79.6,34.9,36,25,36,0
80.7,22.9,39,27,38,0
94.5,24.4,82,27,37,0
50.1,60.9,82,29,35,0
49.3,52,87,25,42,0
75.9,72.6,51,25,41,0
45.4,15.4,78,30,37,0
76.5,91.6,38,29,40,0
55.6,22.2,85,29,36,0
82,14.3,40,26,35,0
84.8,96.1,35,30,39,0
52.1,44.7,32,28,35,0
80.8,99.7,40,30,34,0
76,62.3,30,29,34,0
51.3,24.7,75,27,37,0
85.5,19.2,62,25,37,0
56.7,27.3,78,26,32,0
86.3,14.8,76,27,42,0
82.1,52.7,32,30,39,0
76.4,33.8,80,26,41,0
48.4,66.9,34,28,36,0
52.4,55.2,40,25,35,0
79.3,50.5,37,26,33,0
77.8,43,32,26,42,0
84.1,45.7,73,29,35,0
48.5,63.5,69,25,36,0
73.7,39,84,30,36,0
49.5,40.1,35,26,36,0
47.5,20.9,85,29,33,0
77.4,53.1,37,25,37,0
77.8,57,39,30,37,0
86.8,24,77,30,35,0
75.9,63.9,52,29,36,0
82.4,49.3,33,26,40,0
55.2,74.5,64,27,43,0
50.8,31.9,68,25,36,0
46.6,98,81,28,38,0
73.4,13,72,30,32,0
76,24.2,70,29,33,0
49,72.7,40,26,42,0
53.4,85,37,27,34,0
83.9,76.6,69,30,43,0
78.4,66.8,61,30,33,0
81.6,89.1,34,29,39,0
51.2,29.8,69,29,37,0
74.1,20.1,69,26,32,0
79.6,99.9,36,29,37,0
47.7,71.3,35,28,43,0
54.6,99.3,33,27,40,0
47.5,80.9,32,29,40,0
76.8,56.8,75,29,36,0
57.5,3,77,27,37,0
75.1,72.6,75,25,41,0
77.2,2.5,82,29,37,0
76.5,82.1,31,27,39,0
50.6,42.9,35,29,36,0
83.4,88.2,31,26,41,0
77.4,59.5,36,29,43,0
55.6,65.6,64,27,34,0
49.4,82.9,39,29,40,0
48.1,94.9,65,30,40,0
83.7,39.3,60,27,37,0
92.9,18.8,85,28,39,0
77.8,73,56,30,32,0
81.7,48.5,36,27,39,0
84.6,6.2,39,28,38,0
77.1,77.2,40,27,42,0
48.7,20.2,69,30,32,0
78.3,67.7,35,30,34,0
49,82.2,32,29,33,0
77.2,98.6,39,26,42,0
78.4,62.3,77,30,36,0
82.1,63,32,29,37,0
50.7,61.6,32,27,42,0
79.9,85.8,53,28,43,0
74,23.2,66,27,36,0
54.7,28.8,68,27,38,0
76.7,83.8,60,26,39,0
76.7,18.9,85,30,36,0
80.5,30.9,62,29,42,0
54.7,19.2,65,27,42,0
79.7,35.1,39,30,32,0
78.5,11,83,27,35,0
45.6,73,90,27,35,0
53.2,33.6,80,30,42,0
50.4,25.2,66,26,38,0
50.1,74.1,33,28,40,0
54.5,15.6,84,30,32,0
84.4,26.5,30,27,38,0
78.1,68.8,35,25,34,0
49,51.8,39,27,39,0
84.4,53.9,61,25,34,0
50.6,85.2,37,30,39,0
79.2,49.8,38,30,34,0
81.1,66.3,77,29,43,0
48.9,12.2,88,29,41,0
50.2,86.7,39,29,33,0
45.6,98.3,85,29,32,0
57.3,51.2,78,28,41,0
51.8,89.5,69,30,36,0
58.3,91.8,78,28,33,0
51.1,80.9,37,29,43,0
47,11.8,87,29,34,0
48.2,46.3,79,29,40,0
76.6,96.8,60,27,40,0
84.4,34.5,38,25,34,0
83.9,19,30,28,36,0
76,45.2,31,25,39,0
84.1,31.4,35,30,36,0
56.8,59,88,28,36,0
76.2,64.6,73,27,37,0
53.5,12.8,81,27,37,0
80,78.2,34,27,32,0
81.6,62.6,40,26,40,0
55.8,26.5,72,27,39,0
54.8,44.5,39,25,37,0
55.5,50.6,77,30,33,0
47.6,46.8,38,27,38,0
77.4,52.9,58,25,37,0
84.8,74,35,28,43,0
55.5,75.2,70,30,38,0
81.7,15.2,40,27,43,0
70.4,5.3,79,28,35,0
81.2,8.9,34,26,36,0
45.8,73.7,79,29,36,0
75.7,5.1,39,29,33,0
50.5,90.9,81,25,34,0
75.7,39.1,34,28,39,0
57.7,69.6,67,26,35,0
81.7,70.9,31,28,38,0
78.4,26.7,36,25,41,0
85.9,33.1,71,30,36,0
79.4,87.1,39,27,39,0
46.2,0.5,78,28,32,0
46.9,95.4,75,27,35,0
78.5,8.9,38,26,38,0
82.3,10.6,90,28,34,0
82.5,61,77,29,42,0
52.8,1.9,86,25,34,0
76.5,14.1,38,25,39,0
80.1,58.5,69,26,42,0
94.5,30.2,68,25,37,0
47.7,59.9,38,29,43,0
78.9,18,40,30,37,0
82.5,4.3,35,26,34,0
83.5,1,34,30,34,0
50,88.5,86,27,38,0
45.6,23.8,87,25,39,0
47.9,76.1,31,25,38,0
75.7,4.8,38,25,37,0
81.2,49.4,33,29,40,0
76.6,59.2,38,30,40,0
83.8,75.8,57,25,42,0
81.2,53.3,57,25,36,0
56.4,37.8,81,28,38,0
84.4,68.4,32,30,32,0
49.3,10.5,81,27,32,0
76.5,46.2,40,26,41,0
81.2,45.1,30,28,37,0
81.7,21.5,34,29,39,0
74,26.8,66,26,43,0
51.8,34.1,60,30,40,0
79.8,97.2,56,28,32,0
88.7,39.5,83,30,32,0
76.6,41.9,39,25,41,0
57.1,94,73,26,42,0
81.9,87,66,26,34,0
83.9,22.7,37,25,43,0
83.7,23.6,40,25,35,0
46.8,69.6,37,28,39,0
79.8,37.4,40,26,38,0
54.7,63.6,60,30,32,0
56.6,17.6,84,29,42,0
76.7,48.3,33,29,39,0
78.9,21,34,25,32,0
78.8,67.6,54,26,43,0
54.7,52,78,25,41,0
76.3,35.7,39,29,43,0
83.1,71.7,76,27,39,0
47.3,9.2,60,28,42,0
54.3,92.3,35,26,34,0
53.3,78.3,33,30,40,0
50.7,80.4,38,29,38,0
77.1,45.5,64,26,34,0
76.1,98.2,36,28,38,0
83.7,35.2,86,29,42,0
80.7,18.7,38,30,41,0
50.6,20.7,63,28,37,0
45.1,44.1,34,30,36,0
88.4,32.5,68,29,39,0
48.8,37.8,64,30,40,0
54.9,72.1,71,25,37,0
82.4,41.8,78,30,40,0
57.8,87,67,25,43,0
75.1,86.9,50,29,41,0
74.9,4.5,68,26,36,0
53.6,63.7,63,30,42,0
54.5,0.6,63,30,36,0
80.7,12.5,35,30,33,0
84.8,75,34,29,35,0
54.7,23.5,63,25,37,0
84.4,22.6,34,28,35,0
84.3,87.1,31,27,37,0
48.1,1,86,29,37,0
54.3,41,32,25,39,0
78.5,59.2,39,25,39,0
82.2,36.7,72,30,33,0
50.4,40.3,61,28,34,0
45.7,90.3,75,27,40,0
84.9,6.4,70,30,36,0
80.4,14.7,37,26,34,0
82.8,22.3,85,28,35,0
90.9,38.5,67,27,38,0
77.5,17.6,33,28,43,0
79.4,78.5,78,27,39,0
46.3,40.6,62,28,39,0
78,79.7,70,30,40,0
47.1,86,38,27,32,0
50.5,49.7,83,29,42,0
77.3,13.9,35,29,41,0
83.5,27,89,29,36,0
49.9,63.7,75,29,39,0
92.3,24.2,85,27,43,0
49.6,7.2,60,25,42,0
78.7,11.1,68,30,34,0
82.7,40.9,61,28,34,0
79.4,86,53,26,38,0
80.3,44.7,35,26,42,0
74.9,15.1,75,26,39,0
46,57.9,66,27,43,0
54.9,86.4,68,26,38,0
79.8,17,35,30,43,0
45.9,50,32,27,40,0
83.1,43.3,36,29,35,0
83.7,95.1,61,29,43,0
77.2,44.4,51,26,40,0
53.9,47.7,39,25,42,0
82.2,64,63,29,35,0
49.9,83.3,40,26,37,0
82.7,65.6,60,26,32,0
76.3,12.3,32,27,43,0
48.9,40.3,36,29,42,0
53.7,57.7,32,25,42,0
75.7,63.1,36,27,32,0
52,31.8,62,29,41,0
47,3.6,65,25,40,0
78,42.5,69,28,42,0
77.2,67.4,76,26,36,0
71.4,18.7,78,29,43,0
46.4,68.1,30,28,33,0
81.4,73.9,38,25,40,0
48.9,36.7,83,29,37,0
46.5,0,77,29,35,0
76.8,57.7,40,29,36,0
83.5,47.8,38,30,38,0
83.8,88.6,65,30,34,0
55.9,17.4,79,25,33,0
75.4,88.3,73,25,32,0
76.5,81.7,34,26,37,0
49.7,32.4,78,28,38,0
54.7,22.3,62,26,38,0
53.9,89.8,36,29,32,0
81.5,65.7,73,29,42,0
79.4,55.2,35,26,41,0
82.2,58.6,66,25,42,0
82.3,12.9,76,29,43,0
55,43.3,81,28,37,0
47.9,85.8,34,30,40,0
50.6,89.9,72,26,42,0
80.9,38.3,77,29,34,0
80.4,84.1,76,30,35,0
83.7,26.7,32,26,32,0
50.5,39.5,79,28,36,0
53.4,60.1,81,29,40,0
93,38.1,80,26,41,0
55.2,5.5,77,30,35,0
48.2,84,77,27,34,0
84.3,66.4,37,28,36,0
50.6,52.7,39,29,42,0
53.5,5.9,80,25,34,0
77,51.6,38,26,42,0
45.2,1.2,61,26,35,0
56.4,21,85,30,40,0
47.6,73.3,36,28,35,0
84.1,42.7,63,26,36,0
55.6,22.9,61,27,41,0
48.5,37,63,25,33,0
52.6,84.4,36,26,32,0
81,73.4,36,25,42,0
87.8,24.2,90,27,35,0
87.8,0.8,89,29,34,0
77.1,6.4,30,25,32,0
51.5,11.4,62,30,42,0
80.3,46.6,38,25,33,0
47.4,61.2,62,30,33,0
83.3,97.8,35,28,43,0
73.7,31.2,64,28,36,0
75.3,49.7,32,30,36,0
52,93.8,38,30,39,0
78,40.8,51,25,43,0
77.4,25.5,39,26,35,0
50.2,97,64,26,39,0
78.1,57.6,35,25,40,0
92.7,4.6,85,30,40,0
79.4,38.8,34,26,33,0
55.7,50.8,81,29,41,0
46.8,48.6,40,25,36,0
83.4,94,33,26,36,0
76.5,97.3,66,26,36,0
84.6,89.1,69,29,33,0
78,86.5,67,26,43,0
79.3,56.3,68,29,40,0
93.2,39.3,75,27,42,0
48.4,4.6,76,28,33,0
56.7,92.4,70,30,34,0
50.9,47.4,76,27,43,0
81.9,21.4,61,26,40,0
84.5,20.9,62,27,37,0
78.8,84.5,39,28,35,0
75.1,58.7,75,25,34,0
52.1,80.2,39,29,33,0
80.8,27.5,83,27,40,0
49.7,50,77,30,39,0
79.7,91.7,79,26,42,0
77.5,60.4,31,28,39,0
51.4,10,60,29,37,0
81.1,85.1,78,25,37,0
46.6,49.4,71,26,33,0
83.2,31.2,75,30,39,0
75.2,41.2,31,26,43,0
50.7,81.6,39,30,39,0
77.7,71.9,76,27,37,0
50.6,35.3,85,28,41,0
80.1,40.3,37,29,42,0
53.4,61.4,37,30,39,0
82.9,24.9,40,26,43,0
80.2,76.5,31,26,42,0
77.1,61.2,31,26,39,0
75.8,2.6,38,29,41,0
56.2,84.8,61,29,38,0
70.5,26.9,79,30,38,0
56,4.4,86,27,41,0
84.7,99.1,40,25,36,0
53,91.2,30,29,33,0
56.2,50.1,68,26,43,0
81.8,88.4,72,28,37,0
90.2,33.3,71,30,34,0
49.6,6,66,28,37,0
45.9,41.1,32,25,34,0
83.2,4.4,38,25,42,0
80.6,75.5,40,30,39,0
79.2,69.1,51,26,36,0
78.3,96.7,32,29,35,0
47.5,15,62,30,34,0
53.4,58.8,77,26,33,0
82.7,14,80,29,42,0
49.5,86.8,36,26,33,0
78.8,42.8,30,27,32,0
47.1,60.8,33,27,38,0
80.8,41.5,79,28,39,0
51.3,31.9,77,25,41,0
47,30.3,86,29,39,0
54.6,29.8,76,30,42,0
83.4,49.2,30,25,42,0
54.5,31.2,81,30,40,0
79.5,45.8,36,28,41,0
76.6,10.6,33,25,37,0
49.8,78.2,89,27,40,0
75.5,51.5,40,26,42,0
47.4,34.5,70,27,41,0
47,94.9,63,26,38,0
50.2,46.1,63,27,32,0
83.7,86.1,31,26,38,0
53.5,55.6,38,29,42,0
81.4,63.8,30,29,42,0
56.8,31.6,80,27,43,0
49.2,96.2,40,26,32,0
81.6,19.7,32,29,34,0
48.3,33.2,82,25,36,0
75.1,33.8,37,29,38,0
45.2,90.5,36,29,38,0
49.5,26.7,60,27,37,0
76,79,33,29,43,0
74.4,9.7,70,28,41,0
89.4,32.5,75,30,34,0
79.3,59.4,59,26,40,0
56.3,64.9,64,29,33,0
76.4,69.5,51,28,43,0
83,19,32,30,34,0
45.4,72.2,77,26,38,0
50.8,24.8,69,28,38,0
77.5,30.6,37,30,35,0
45.5,86.8,36,28,38,0
77.5,76,51,30,43,0
78.3,70.2,39,29,35,0
77.9,19.5,38,25,40,0
83.8,33.3,68,25,42,0
76.8,35.9,36,25,40,0
84,0.2,64,26,32,0
46.9,56.8,39,28,42,0
94.1,19,73,29,38,0
77,50.2,40,26,36,0
82.4,94.8,62,25,39,0
82.9,53.1,38,30,37,0
